GENE	AE_1	AE_2
KRT126P	32283.2	32284.2
KRT125P	32284.2	32285.2
AC055716.2	32285.2	32286.2
AC055716.1	32286.2	32287.2
BTBD10P1	32287.2	32288.2
KRT127P	32288.2	32289.2
ARL2BPP2	32289.2	32290.2
KRT76	32290.2	32291.2
AC107016.2	32291.2	32292.2
KRT3	32292.2	32293.2
KRT4	32293.2	32294.2
KRT79	32294.2	32295.2
AC107016.1	32295.2	32296.2
KRT78	32296.2	32297.2
RPL7P41	32297.2	32298.2
KRT8	32298.2	32299.2
KRT18	32299.2	32300.2
EIF4B	32300.2	32301.2
AC068888.2	32301.2	32302.2
AC068888.1	32302.2	32303.2
TNS2	32303.2	32304.2
SPRYD3	32304.2	32305.2
IGFBP6	32305.2	32306.2
SOAT2	32306.2	32307.2
VTI1BP3	32307.2	32308.2
HIGD1AP1	32308.2	32309.2
EIF4A1P4	32309.2	32310.2
CSAD	32310.2	32311.2
AC073573.1	32311.2	32312.2
ZNF740	32312.2	32313.2
ITGB7	32313.2	32314.2
RARG	32314.2	32315.2
AC021072.1	32315.2	32316.2
MFSD5	32316.2	32317.2
ESPL1	32317.2	32318.2
PFDN5	32318.2	32319.2
AC073611.1	32319.2	32320.2
MYG1-AS1	32320.2	32321.2
MYG1	32321.2	32322.2
AAAS	32322.2	32323.2
SP7	32323.2	32324.2
SP1	32324.2	32325.2
AMHR2	32325.2	32326.2
PRR13	32326.2	32327.2
AC023509.1	32327.2	32328.2
PCBP2	32328.2	32329.2
PCBP2-OT1	32329.2	32330.2
MAP3K12	32330.2	32331.2
AC023509.3	32331.2	32332.2
TARBP2	32332.2	32333.2
ATF7-NPFF	32333.2	32334.2
NPFF	32334.2	32335.2
ATF7	32335.2	32336.2
AC023509.6	32336.2	32337.2
AC023509.5	32337.2	32338.2
ATP5MC2	32338.2	32339.2
AC073594.1	32339.2	32340.2
CALCOCO1	32340.2	32341.2
AC076968.2	32341.2	32342.2
CISTR	32342.2	32343.2
AC076968.1	32343.2	32344.2
HOXC13-AS	32344.2	32345.2
HOXC13	32345.2	32346.2
HOXC12	32346.2	32347.2
HOTAIR	32347.2	32348.2
HOXC11	32348.2	32349.2
HOXC-AS3	32349.2	32350.2
HOXC10	32350.2	32351.2
AC012531.3	32351.2	32352.2
HOXC6	32352.2	32353.2
HOXC-AS2	32353.2	32354.2
HOXC9	32354.2	32355.2
HOXC-AS1	32355.2	32356.2
HOXC8	32356.2	32357.2
HOXC4	32357.2	32358.2
AC012531.2	32358.2	32359.2
AC012531.1	32359.2	32360.2
HOXC5	32360.2	32361.2
FLJ12825	32361.2	32362.2
AC023794.3	32362.2	32363.2
AC023794.2	32363.2	32364.2
FAM242C	32364.2	32365.2
SMUG1	32365.2	32366.2
LINC02381	32366.2	32367.2
AC023794.5	32367.2	32368.2
AC023794.4	32368.2	32369.2
AC023794.1	32369.2	32370.2
CBX5	32370.2	32371.2
SCAT2	32371.2	32372.2
AC078778.1	32372.2	32373.2
HNRNPA1	32373.2	32374.2
NFE2	32374.2	32375.2
COPZ1	32375.2	32376.2
AC079313.2	32376.2	32377.2
AC079313.1	32377.2	32378.2
GPR84	32378.2	32379.2
ZNF385A	32379.2	32380.2
ITGA5	32380.2	32381.2
LINC01154	32381.2	32382.2
GTSF1	32382.2	32383.2
NCKAP1L	32383.2	32384.2
AC068789.1	32384.2	32385.2
PDE1B	32385.2	32386.2
PPP1R1A	32386.2	32387.2
GLYCAM1	32387.2	32388.2
LACRT	32388.2	32389.2
DCD	32389.2	32390.2
AC079310.1	32390.2	32391.2
VDAC1P5	32391.2	32392.2
MUCL1	32392.2	32393.2
TESPA1	32393.2	32394.2
AC027287.2	32394.2	32395.2
NEUROD4	32395.2	32396.2
OR9K1P	32396.2	32397.2
AC027287.1	32397.2	32398.2
OR9K2	32398.2	32399.2
OR9R1P	32399.2	32400.2
OR10U1P	32400.2	32401.2
OR10A7	32401.2	32402.2
OR6C74	32402.2	32403.2
OR6C69P	32403.2	32404.2
OR6C72P	32404.2	32405.2
OR6C6	32405.2	32406.2
OR6C5P	32406.2	32407.2
OR6C1	32407.2	32408.2
OR6C3	32408.2	32409.2
OR6C7P	32409.2	32410.2
OR6C75	32410.2	32411.2
OR6C71P	32411.2	32412.2
OR6C66P	32412.2	32413.2
OR6C73P	32413.2	32414.2
OR6C65	32414.2	32415.2
PHC1P1	32415.2	32416.2
OR6C76	32416.2	32417.2
AC122685.1	32417.2	32418.2
OR6C2	32418.2	32419.2
OR6C70	32419.2	32420.2
OR6C68	32420.2	32421.2
OR6C64P	32421.2	32422.2
OR6C4	32422.2	32423.2
OR2AP1	32423.2	32424.2
OR6U2P	32424.2	32425.2
OR10P1	32425.2	32426.2
AC009779.4	32426.2	32427.2
OR10AE3P	32427.2	32428.2
PSMB3P1	32428.2	32429.2
AC009779.5	32429.2	32430.2
METTL7B	32430.2	32431.2
ITGA7	32431.2	32432.2
AC009779.3	32432.2	32433.2
BLOC1S1	32433.2	32434.2
RDH5	32434.2	32435.2
CD63	32435.2	32436.2
AC009779.2	32436.2	32437.2
AC009779.1	32437.2	32438.2
GDF11	32438.2	32439.2
SARNP	32439.2	32440.2
AC023055.1	32440.2	32441.2
AC073487.1	32441.2	32442.2
ORMDL2	32442.2	32443.2
DNAJC14	32443.2	32444.2
TMEM198B	32444.2	32445.2
MMP19	32445.2	32446.2
OLA1P3	32446.2	32447.2
GSTP1P1	32447.2	32448.2
PYM1	32448.2	32449.2
DGKA	32449.2	32450.2
AC025162.2	32450.2	32451.2
PMEL	32451.2	32452.2
CDK2	32452.2	32453.2
AC025162.1	32453.2	32454.2
RAB5B	32454.2	32455.2
AC034102.1	32455.2	32456.2
SUOX	32456.2	32457.2
IKZF4	32457.2	32458.2
AC034102.8	32458.2	32459.2
AC034102.3	32459.2	32460.2
RPS26	32460.2	32461.2
ERBB3	32461.2	32462.2
AC034102.2	32462.2	32463.2
PA2G4	32463.2	32464.2
AC034102.4	32464.2	32465.2
RPL41	32465.2	32466.2
ESYT1	32466.2	32467.2
ZC3H10	32467.2	32468.2
AC034102.7	32468.2	32469.2
AC034102.6	32469.2	32470.2
AC034102.5	32470.2	32471.2
MYL6B	32471.2	32472.2
MYL6	32472.2	32473.2
SMARCC2	32473.2	32474.2
AC073896.4	32474.2	32475.2
RNF41	32475.2	32476.2
NABP2	32476.2	32477.2
SLC39A5	32477.2	32478.2
ANKRD52	32478.2	32479.2
COQ10A	32479.2	32480.2
AC073896.5	32480.2	32481.2
CS	32481.2	32482.2
AC073896.1	32482.2	32483.2
AC073896.2	32483.2	32484.2
AC073896.3	32484.2	32485.2
CNPY2	32485.2	32486.2
PAN2	32486.2	32487.2
IL23A	32487.2	32488.2
STAT2	32488.2	32489.2
APOF	32489.2	32490.2
APONP	32490.2	32491.2
AC025574.1	32491.2	32492.2
AC024884.2	32492.2	32493.2
AC024884.1	32493.2	32494.2
TIMELESS	32494.2	32495.2
MIP	32495.2	32496.2
AC097104.1	32496.2	32497.2
SPRYD4	32497.2	32498.2
GLS2	32498.2	32499.2
HSPD1P4	32499.2	32500.2
RBMS2	32500.2	32501.2
BAZ2A	32501.2	32502.2
ATP5F1B	32502.2	32503.2
PTGES3	32503.2	32504.2
NACA	32504.2	32505.2
AC117378.1	32505.2	32506.2
PRIM1	32506.2	32507.2
HSD17B6	32507.2	32508.2
AC121758.2	32508.2	32509.2
AC121758.4	32509.2	32510.2
AC121758.3	32510.2	32511.2
SDR9C7	32511.2	32512.2
AC026120.2	32512.2	32513.2
RDH16	32513.2	32514.2
AC026120.1	32514.2	32515.2
GPR182	32515.2	32516.2
ZBTB39	32516.2	32517.2
TAC3	32517.2	32518.2
MYO1A	32518.2	32519.2
NEMP1	32519.2	32520.2
NAB2	32520.2	32521.2
STAT6	32521.2	32522.2
LRP1	32522.2	32523.2
LRP1-AS	32523.2	32524.2
NXPH4	32524.2	32525.2
AC137834.2	32525.2	32526.2
SHMT2	32526.2	32527.2
NDUFA4L2	32527.2	32528.2
STAC3	32528.2	32529.2
AC137834.1	32529.2	32530.2
R3HDM2	32530.2	32531.2
AC126614.1	32531.2	32532.2
INHBC	32532.2	32533.2
INHBE	32533.2	32534.2
GLI1	32534.2	32535.2
ARHGAP9	32535.2	32536.2
MARS1	32536.2	32537.2
DDIT3	32537.2	32538.2
AC022506.1	32538.2	32539.2
MBD6	32539.2	32540.2
DCTN2	32540.2	32541.2
KIF5A	32541.2	32542.2
PIP4K2C	32542.2	32543.2
DTX3	32543.2	32544.2
ARHGEF25	32544.2	32545.2
AC025165.1	32545.2	32546.2
AC025165.6	32546.2	32547.2
SLC26A10	32547.2	32548.2
B4GALNT1	32548.2	32549.2
RPL13AP23	32549.2	32550.2
OS9	32550.2	32551.2
AC025165.2	32551.2	32552.2
AGAP2	32552.2	32553.2
AGAP2-AS1	32553.2	32554.2
TSPAN31	32554.2	32555.2
CDK4	32555.2	32556.2
MARCHF9	32556.2	32557.2
CYP27B1	32557.2	32558.2
METTL1	32558.2	32559.2
EEF1AKMT3	32559.2	32560.2
AC025165.3	32560.2	32561.2
TSFM	32561.2	32562.2
AVIL	32562.2	32563.2
AC025165.5	32563.2	32564.2
AC025165.4	32564.2	32565.2
CTDSP2	32565.2	32566.2
AC083805.2	32566.2	32567.2
AC083805.1	32567.2	32568.2
AC083805.3	32568.2	32569.2
ATP23	32569.2	32570.2
GIHCG	32570.2	32571.2
AC084033.1	32571.2	32572.2
AC084033.2	32572.2	32573.2
LINC02403	32573.2	32574.2
AC090643.1	32574.2	32575.2
AC090643.2	32575.2	32576.2
RPL21P103	32576.2	32577.2
AC025578.1	32577.2	32578.2
AC020637.1	32578.2	32579.2
LINC02388	32579.2	32580.2
LRIG3	32580.2	32581.2
AC068305.2	32581.2	32582.2
RPS6P22	32582.2	32583.2
AC068305.1	32583.2	32584.2
AC108721.1	32584.2	32585.2
LINC02448	32585.2	32586.2
SLC16A7	32586.2	32587.2
AC079905.2	32587.2	32588.2
AC079905.1	32588.2	32589.2
AC080011.1	32589.2	32590.2
AC087883.1	32590.2	32591.2
AC090022.2	32591.2	32592.2
AC090017.1	32592.2	32593.2
DUX4L52	32593.2	32594.2
TAFA2	32594.2	32595.2
RPL21P104	32595.2	32596.2
KRT8P19	32596.2	32597.2
RPS3P6	32597.2	32598.2
AC078789.1	32598.2	32599.2
KLF17P1	32599.2	32600.2
USP15	32600.2	32601.2
MON2	32601.2	32602.2
AC079035.1	32602.2	32603.2
LINC01465	32603.2	32604.2
AC048341.1	32604.2	32605.2
AC048341.2	32605.2	32606.2
PPM1H	32606.2	32607.2
RPL32P26	32607.2	32608.2
GAPDHP44	32608.2	32609.2
RPL14P1	32609.2	32610.2
AC078814.2	32610.2	32611.2
LDHAL6CP	32611.2	32612.2
AC078814.1	32612.2	32613.2
RSL24D1P5	32613.2	32614.2
AVPR1A	32614.2	32615.2
AC135584.1	32615.2	32616.2
HNRNPA1P69	32616.2	32617.2
AC026116.1	32617.2	32618.2
DPY19L2	32618.2	32619.2
AC084357.2	32619.2	32620.2
AC027667.1	32620.2	32621.2
AC084357.3	32621.2	32622.2
AC084357.1	32622.2	32623.2
RXYLT1	32623.2	32624.2
RXYLT1-AS1	32624.2	32625.2
PABPC1P4	32625.2	32626.2
SRGAP1	32626.2	32627.2
RPL36AP41	32627.2	32628.2
AC079866.2	32628.2	32629.2
AC079866.1	32629.2	32630.2
AC020611.1	32630.2	32631.2
AC020611.2	32631.2	32632.2
AC025576.2	32632.2	32633.2
AC025576.1	32633.2	32634.2
C12orf66	32634.2	32635.2
AC012158.1	32635.2	32636.2
C12orf56	32636.2	32637.2
OOEPP2	32637.2	32638.2
ATP6V1E1P3	32638.2	32639.2
XPOT	32639.2	32640.2
AC135279.2	32640.2	32641.2
AC135279.3	32641.2	32642.2
TBK1	32642.2	32643.2
AC136977.1	32643.2	32644.2
RASSF3	32644.2	32645.2
AC078962.2	32645.2	32646.2
AC078962.4	32646.2	32647.2
AC078962.1	32647.2	32648.2
AC078962.3	32648.2	32649.2
AC025262.2	32649.2	32650.2
AC025262.1	32650.2	32651.2
GNS	32651.2	32652.2
TBC1D30	32652.2	32653.2
AC078815.1	32653.2	32654.2
RPL7P39	32654.2	32655.2
LINC02389	32655.2	32656.2
LINC02231	32656.2	32657.2
AC135895.1	32657.2	32658.2
WIF1	32658.2	32659.2
APOOP3	32659.2	32660.2
LEMD3	32660.2	32661.2
AC026124.2	32661.2	32662.2
MSRB3	32662.2	32663.2
AC026124.1	32663.2	32664.2
KRT18P60	32664.2	32665.2
AC025419.1	32665.2	32666.2
LINC02454	32666.2	32667.2
AC090023.2	32667.2	32668.2
PCNPP3	32668.2	32669.2
RPSAP52	32669.2	32670.2
HMGA2	32670.2	32671.2
AC107308.1	32671.2	32672.2
HMGA2-AS1	32672.2	32673.2
AC090673.1	32673.2	32674.2
LINC02425	32674.2	32675.2
RPL21P18	32675.2	32676.2
LLPH	32676.2	32677.2
AC078927.1	32677.2	32678.2
LLPH-DT	32678.2	32679.2
TMBIM4	32679.2	32680.2
IRAK3	32680.2	32681.2
RBMS1P1	32681.2	32682.2
AC078889.1	32682.2	32683.2
PDCL3P7	32683.2	32684.2
HELB	32684.2	32685.2
GRIP1	32685.2	32686.2
OSBPL9P5	32686.2	32687.2
OSBPL9P4	32687.2	32688.2
AC073530.1	32688.2	32689.2
AC073530.2	32689.2	32690.2
RAB11AP2	32690.2	32691.2
GGTA2P	32691.2	32692.2
CAND1	32692.2	32693.2
MRPL40P1	32693.2	32694.2
NTAN1P3	32694.2	32695.2
LINC02420	32695.2	32696.2
LINC02408	32696.2	32697.2
LINC02442	32697.2	32698.2
DYRK2	32698.2	32699.2
AC078777.1	32699.2	32700.2
LINC02421	32700.2	32701.2
AC022513.1	32701.2	32702.2
LINC01479	32702.2	32703.2
AC005294.1	32703.2	32704.2
IFNG-AS1	32704.2	32705.2
RPL39P28	32705.2	32706.2
HNRNPA1P70	32706.2	32707.2
AC007458.1	32707.2	32708.2
IFNG	32708.2	32709.2
IL26	32709.2	32710.2
IL22	32710.2	32711.2
MDM1	32711.2	32712.2
LINC02384	32712.2	32713.2
AC022511.1	32713.2	32714.2
AC008033.3	32714.2	32715.2
AC008033.1	32715.2	32716.2
AC008033.2	32716.2	32717.2
RPSAP12	32717.2	32718.2
RAP1B	32718.2	32719.2
RPL10P12	32719.2	32720.2
ATP5PDP4	32720.2	32721.2
AC090061.1	32721.2	32722.2
RPL7P42	32722.2	32723.2
NUP107	32723.2	32724.2
KRT8P39	32724.2	32725.2
SLC35E3	32725.2	32726.2
AC025423.3	32726.2	32727.2
MDM2	32727.2	32728.2
AC025423.1	32728.2	32729.2
AC025423.4	32729.2	32730.2
AC025423.2	32730.2	32731.2
CPM	32731.2	32732.2
AC025423.5	32732.2	32733.2
PRELID2P1	32733.2	32734.2
AC127894.1	32734.2	32735.2
CPSF6	32735.2	32736.2
C1GALT1P1	32736.2	32737.2
AC020656.2	32737.2	32738.2
LYZ	32738.2	32739.2
AC020656.1	32739.2	32740.2
YEATS4	32740.2	32741.2
RPS26P45	32741.2	32742.2
LINC02373	32742.2	32743.2
FRS2	32743.2	32744.2
CCT2	32744.2	32745.2
LRRC10	32745.2	32746.2
BEST3	32746.2	32747.2
AC025263.3	32747.2	32748.2
AC025263.1	32748.2	32749.2
RAB3IP	32749.2	32750.2
AC025263.2	32750.2	32751.2
MYRFL	32751.2	32752.2
PRANCR	32752.2	32753.2
AC078922.1	32753.2	32754.2
LINC02821	32754.2	32755.2
CNOT2	32755.2	32756.2
AC092881.1	32756.2	32757.2
KCNMB4	32757.2	32758.2
AC025569.1	32758.2	32759.2
PTPRB	32759.2	32760.2
AC083809.1	32760.2	32761.2
PTPRR	32761.2	32762.2
FAHD2P1	32762.2	32763.2
AC123905.1	32763.2	32764.2
AC025575.1	32764.2	32765.2
AC025575.2	32765.2	32766.2
TSPAN8	32766.2	32767.2
LGR5	32767.2	32768.2
AC090116.1	32768.2	32769.2
AC078860.3	32769.2	32770.2
ZFC3H1	32770.2	32771.2
THAP2	32771.2	32772.2
AC073612.1	32772.2	32773.2
TMEM19	32773.2	32774.2
AC011601.1	32774.2	32775.2
RAB21	32775.2	32776.2
AC089984.1	32776.2	32777.2
AC089984.2	32777.2	32778.2
TBC1D15	32778.2	32779.2
MRS2P2	32779.2	32780.2
TPH2	32780.2	32781.2
AC090109.1	32781.2	32782.2
TRHDE	32782.2	32783.2
TRHDE-AS1	32783.2	32784.2
H3P35	32784.2	32785.2
CHCHD3P2	32785.2	32786.2
AC133480.1	32786.2	32787.2
AC090503.2	32787.2	32788.2
LINC02444	32788.2	32789.2
AC090503.1	32789.2	32790.2
AC087879.1	32790.2	32791.2
LINC02445	32791.2	32792.2
LINC02882	32792.2	32793.2
AC136188.1	32793.2	32794.2
LINC02394	32794.2	32795.2
AC090502.3	32795.2	32796.2
AC090502.2	32796.2	32797.2
AC090502.1	32797.2	32798.2
VENTXP3	32798.2	32799.2
ATXN7L3B	32799.2	32800.2
AC025257.1	32800.2	32801.2
AC123904.2	32801.2	32802.2
AC123904.1	32802.2	32803.2
AC123904.3	32803.2	32804.2
AC073525.1	32804.2	32805.2
KCNC2	32805.2	32806.2
CAPS2-AS1	32806.2	32807.2
CCNG2P1	32807.2	32808.2
CAPS2	32808.2	32809.2
AC092552.1	32809.2	32810.2
AC121761.2	32810.2	32811.2
GLIPR1L1	32811.2	32812.2
GLIPR1L2	32812.2	32813.2
GLIPR1	32813.2	32814.2
AC121761.1	32814.2	32815.2
KRR1	32815.2	32816.2
AC078923.1	32816.2	32817.2
AC022507.1	32817.2	32818.2
AC078820.2	32818.2	32819.2
RPL10P13	32819.2	32820.2
AC078820.1	32820.2	32821.2
AC011611.6	32821.2	32822.2
AC011611.2	32822.2	32823.2
AC011611.1	32823.2	32824.2
PHLDA1	32824.2	32825.2
AC011611.3	32825.2	32826.2
AC011611.4	32826.2	32827.2
NAP1L1	32827.2	32828.2
AC011611.5	32828.2	32829.2
AC233290.2	32829.2	32830.2
AC233290.1	32830.2	32831.2
BBS10	32831.2	32832.2
OSBPL8	32832.2	32833.2
AC107032.2	32833.2	32834.2
RPL7AP9	32834.2	32835.2
YWHAQP7	32835.2	32836.2
AC107032.1	32836.2	32837.2
RPL7P43	32837.2	32838.2
AC093014.1	32838.2	32839.2
ZDHHC17	32839.2	32840.2
CSRP2	32840.2	32841.2
AC124784.1	32841.2	32842.2
AC025161.1	32842.2	32843.2
E2F7	32843.2	32844.2
NAV3	32844.2	32845.2
AC138331.1	32845.2	32846.2
AC073571.1	32846.2	32847.2
PRXL2AP1	32847.2	32848.2
LINC02424	32848.2	32849.2
AC128707.1	32849.2	32850.2
AC130415.1	32850.2	32851.2
AC079362.1	32851.2	32852.2
AC068993.1	32852.2	32853.2
AC068993.2	32853.2	32854.2
SYT1	32854.2	32855.2
AC090709.1	32855.2	32856.2
AC027288.3	32856.2	32857.2
AC027288.2	32857.2	32858.2
AC027288.1	32858.2	32859.2
NOP56P3	32859.2	32860.2
PAWR	32860.2	32861.2
AC073569.2	32861.2	32862.2
PPP1R12A	32862.2	32863.2
AC073569.3	32863.2	32864.2
AC073569.1	32864.2	32865.2
PPP1R12A-AS1	32865.2	32866.2
SNRPGP20	32866.2	32867.2
RPL7P38	32867.2	32868.2
OTOGL	32868.2	32869.2
AC078817.1	32869.2	32870.2
PTPRQ	32870.2	32871.2
AKIRIN1P1	32871.2	32872.2
AC074031.1	32872.2	32873.2
MYF6	32873.2	32874.2
MYF5	32874.2	32875.2
LINC01490	32875.2	32876.2
LIN7A	32876.2	32877.2
AC078886.1	32877.2	32878.2
ACSS3	32878.2	32879.2
AC078955.1	32879.2	32880.2
PPFIA2	32880.2	32881.2
PPFIA2-AS1	32881.2	32882.2
AC069228.1	32882.2	32883.2
AC079363.1	32883.2	32884.2
AC091515.1	32884.2	32885.2
AC011602.1	32885.2	32886.2
CCDC59	32886.2	32887.2
METTL25	32887.2	32888.2
AC089998.3	32888.2	32889.2
AC089998.4	32889.2	32890.2
AC089998.2	32890.2	32891.2
AC089998.1	32891.2	32892.2
AC091214.1	32892.2	32893.2
TMTC2	32893.2	32894.2
RPL6P25	32894.2	32895.2
AC090680.1	32895.2	32896.2
AC093025.1	32896.2	32897.2
AC090679.3	32897.2	32898.2
AC090679.2	32898.2	32899.2
AC087888.1	32899.2	32900.2
AC093027.1	32900.2	32901.2
SLC6A15	32901.2	32902.2
AC128657.1	32902.2	32903.2
TSPAN19	32903.2	32904.2
LRRIQ1	32904.2	32905.2
ALX1	32905.2	32906.2
LINC02820	32906.2	32907.2
AC126471.1	32907.2	32908.2
AC137768.1	32908.2	32909.2
RASSF9	32909.2	32910.2
NTS	32910.2	32911.2
MGAT4C	32911.2	32912.2
AC016993.1	32912.2	32913.2
AC139697.1	32913.2	32914.2
AC010196.1	32914.2	32915.2
AC079597.1	32915.2	32916.2
RPL23AP68	32916.2	32917.2
AC079598.4	32917.2	32918.2
CYCSP30	32918.2	32919.2
AC079598.2	32919.2	32920.2
MKRN9P	32920.2	32921.2
LINC02258	32921.2	32922.2
AC079598.1	32922.2	32923.2
AC079598.3	32923.2	32924.2
RPS4XP15	32924.2	32925.2
C12orf50	32925.2	32926.2
C12orf29	32926.2	32927.2
CEP290	32927.2	32928.2
AC091516.1	32928.2	32929.2
TMTC3	32929.2	32930.2
KITLG	32930.2	32931.2
AC024941.2	32931.2	32932.2
AC024941.1	32932.2	32933.2
LINC02458	32933.2	32934.2
AC006199.1	32934.2	32935.2
MRPS6P4	32935.2	32936.2
DUSP6	32936.2	32937.2
AC024909.1	32937.2	32938.2
AC010201.2	32938.2	32939.2
AC010201.1	32939.2	32940.2
POC1B	32940.2	32941.2
CENPCP1	32941.2	32942.2
POC1B-GALNT4	32942.2	32943.2
GALNT4	32943.2	32944.2
AC025034.2	32944.2	32945.2
AC025034.1	32945.2	32946.2
ATP2B1	32946.2	32947.2
ATP2B1-AS1	32947.2	32948.2
AC009522.1	32948.2	32949.2
MRPL2P1	32949.2	32950.2
BRWD1P2	32950.2	32951.2
LINC02399	32951.2	32952.2
AC126178.1	32952.2	32953.2
LINC02392	32953.2	32954.2
LINC02822	32954.2	32955.2
AC112481.2	32955.2	32956.2
AC084365.1	32956.2	32957.2
AC112481.1	32957.2	32958.2
CCER1	32958.2	32959.2
LINC00615	32959.2	32960.2
EPYC	32960.2	32961.2
KERA	32961.2	32962.2
LUM	32962.2	32963.2
DCN	32963.2	32964.2
AC007115.1	32964.2	32965.2
LINC02823	32965.2	32966.2
AC090016.1	32966.2	32967.2
AC126175.2	32967.2	32968.2
AC025254.1	32968.2	32969.2
AC090049.2	32969.2	32970.2
LINC02404	32970.2	32971.2
AC090049.1	32971.2	32972.2
LINC01619	32972.2	32973.2
BTG1	32973.2	32974.2
AC025164.1	32974.2	32975.2
RPL21P106	32975.2	32976.2
CLLU1-AS1	32976.2	32977.2
CLLU1	32977.2	32978.2
AC063949.2	32978.2	32979.2
LINC02397	32979.2	32980.2
AC063949.1	32980.2	32981.2
PLEKHG7	32981.2	32982.2
EEA1	32982.2	32983.2
AC026111.1	32983.2	32984.2
HNRNPA1P50	32984.2	32985.2
LINC02413	32985.2	32986.2
AC138123.1	32986.2	32987.2
AC021646.1	32987.2	32988.2
RPL41P5	32988.2	32989.2
AC138123.2	32989.2	32990.2
NACAP8	32990.2	32991.2
LINC02412	32991.2	32992.2
AC124947.2	32992.2	32993.2
AC124947.1	32993.2	32994.2
NUDT4	32994.2	32995.2
UBE2N	32995.2	32996.2
MRPL42	32996.2	32997.2
AC025260.1	32997.2	32998.2
SOCS2-AS1	32998.2	32999.2
SOCS2	32999.2	33000.2
AC012085.1	33000.2	33001.2
CRADD	33001.2	33002.2
AC012085.2	33002.2	33003.2
AC012464.2	33003.2	33004.2
AC012464.1	33004.2	33005.2
AC012464.3	33005.2	33006.2
AC123567.1	33006.2	33007.2
PLXNC1	33007.2	33008.2
AC123567.2	33008.2	33009.2
AC073655.1	33009.2	33010.2
AC073655.2	33010.2	33011.2
CEP83	33011.2	33012.2
RBMS2P1	33012.2	33013.2
CEP83-DT	33013.2	33014.2
AC023161.1	33014.2	33015.2
NSA2P2	33015.2	33016.2
SUCLG2P2	33016.2	33017.2
TMCC3	33017.2	33018.2
LSM3P2	33018.2	33019.2
KRT19P2	33019.2	33020.2
NDUFA12	33020.2	33021.2
NR2C1	33021.2	33022.2
FGD6	33022.2	33023.2
AC126615.2	33023.2	33024.2
AC126615.1	33024.2	33025.2
VEZT	33025.2	33026.2
CBX3P5	33026.2	33027.2
AC084879.1	33027.2	33028.2
AC084879.2	33028.2	33029.2
AC018475.1	33029.2	33030.2
METAP2	33030.2	33031.2
USP44	33031.2	33032.2
PGAM1P5	33032.2	33033.2
NTN4	33033.2	33034.2
AC090001.1	33034.2	33035.2
LINC02410	33035.2	33036.2
SNRPF	33036.2	33037.2
CCDC38	33037.2	33038.2
AC090001.2	33038.2	33039.2
AMDHD1	33039.2	33040.2
HAL	33040.2	33041.2
AC007298.2	33041.2	33042.2
LTA4H	33042.2	33043.2
AC007298.1	33043.2	33044.2
YPEL5P3	33044.2	33045.2
LINC02452	33045.2	33046.2
ELK3	33046.2	33047.2
AC008149.1	33047.2	33048.2
CDK17	33048.2	33049.2
AC125612.1	33049.2	33050.2
AC007513.1	33050.2	33051.2
CFAP54	33051.2	33052.2
EEF1A1P33	33052.2	33053.2
NEDD1	33053.2	33054.2
AC007656.2	33054.2	33055.2
AC007656.1	33055.2	33056.2
AC007656.3	33056.2	33057.2
LINC02409	33057.2	33058.2
RMST	33058.2	33059.2
AC018659.8	33059.2	33060.2
AC018659.2	33060.2	33061.2
PAFAH1B2P2	33061.2	33062.2
AC016152.1	33062.2	33063.2
AC008055.1	33063.2	33064.2
AC008055.2	33064.2	33065.2
SLC9A7P1	33065.2	33066.2
LINC02453	33066.2	33067.2
TMPO-AS1	33067.2	33068.2
TMPO	33068.2	33069.2
PPIAP8	33069.2	33070.2
SLC25A3	33070.2	33071.2
IKBIP	33071.2	33072.2
APAF1	33072.2	33073.2
ANKS1B	33073.2	33074.2
AC008126.1	33074.2	33075.2
AC069437.1	33075.2	33076.2
AC117377.1	33076.2	33077.2
FAM71C	33077.2	33078.2
RPS4XP1	33078.2	33079.2
AC126474.1	33079.2	33080.2
UHRF1BP1L	33080.2	33081.2
AC126474.2	33081.2	33082.2
AC010203.2	33082.2	33083.2
GOLGA2P5	33083.2	33084.2
AC010203.1	33084.2	33085.2
ACTR6	33085.2	33086.2
DEPDC4	33086.2	33087.2
SCYL2	33087.2	33088.2
SLC17A8	33088.2	33089.2
NR1H4	33089.2	33090.2
AC010200.1	33090.2	33091.2
GAS2L3	33091.2	33092.2
PIGAP1	33092.2	33093.2
ANO4	33093.2	33094.2
AC138360.1	33094.2	33095.2
AC063947.1	33095.2	33096.2
SNX5P2	33096.2	33097.2
SLC5A8	33097.2	33098.2
AC079953.1	33098.2	33099.2
UTP20	33099.2	33100.2
ARL1	33100.2	33101.2
AC063948.1	33101.2	33102.2
RPS27P23	33102.2	33103.2
SPIC	33103.2	33104.2
MYBPC1	33104.2	33105.2
AC117505.1	33105.2	33106.2
AC010205.1	33106.2	33107.2
CHPT1	33107.2	33108.2
SYCP3	33108.2	33109.2
GNPTAB	33109.2	33110.2
AC063950.1	33110.2	33111.2
HSPE1P4	33111.2	33112.2
DRAM1	33112.2	33113.2
AC084398.2	33113.2	33114.2
AC084398.1	33114.2	33115.2
AC079907.2	33115.2	33116.2
NENFP2	33116.2	33117.2
WASHC3	33117.2	33118.2
AC079907.1	33118.2	33119.2
NUP37	33119.2	33120.2
PARPBP	33120.2	33121.2
PMCH	33121.2	33122.2
